N,Phosphorous,Potassium,Ph,Soil_Moisture,CEC,SEASON,Suitable_Label
102,71,48,5.695267822,5.5,33,Kharif     ,pigeonpeas
94,91,51,5.618094446,5.5,36,Kharif     ,"banana,mothbeans,mungbean"
116,71,47,6.435785799,5.5,39,Kharif     ,maize
117,79,49,6.176644228,5.5,7,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
119,72,55,6.220643671,5.5,6,Kharif     ,"pigeonpeas,apple,coffee"
99,73,53,5.871702211,5.5,44,Kharif     ,"banana,mothbeans,mungbean"
91,84,52,6.390741836,5.5,42,Kharif     ,"lentil,pomegranate,watermelon"
80,90,47,6.21084479,5.5,43,Kharif     ,"orange,papaye,coconut"
101,70,48,6.012696655,5,44,Kharif     ,"cotton,jute,coffee"
108,89,53,5.908770059,5.5,42,Kharif     ,"mothbeans,rice,muskmelon"
100,80,52,6.049801781,5.5,33,Rabi       ,"rice,muskmelon,mango"
109,91,53,6.010095853,6.5,32,Rabi       ,"maize,grapes,blackgram"
82,78,46,5.738678895,5,35,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
106,70,55,5.74055541,4,31,Rabi       ,"pigeonpeas,apple,coffee"
90,86,52,5.793260262,5.5,30,Rabi       ,"banana,mothbeans,mungbean"
83,95,50,5.50947065,5.5,25,Rabi       ,"cotton,jute,coffee"
119,90,48,5.986442306,6.5,27,Rabi       ,"mothbeans,rice,muskmelon"
107,72,45,5.790768046,4,28,Rabi       ,"rice,muskmelon,mango"
116,81,55,5.915546415,6,31,Rabi       ,"maize,grapes,blackgram"
101,75,50,6.242528278,5,32,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
93,81,50,6.036079266,5.5,33,Rabi       ,"pigeonpeas,apple,coffee"
95,75,45,5.829898502,5.5,36,Rabi       ,"banana,mothbeans,mungbean"
107,71,55,6.088064451,5.5,39,Rabi       ,"lentil,pomegranate,watermelon"
83,94,47,6.469370954,5.5,7,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
102,73,54,5.720726906,5.5,6,Rabi       ,"pigeonpeas,apple,coffee"
86,79,45,5.80766417,5.5,44,Rabi       ,"banana,mothbeans,mungbean"
117,86,53,5.703381728,5.5,42,Whole Year ,"lentil,pomegranate,watermelon"
111,79,53,6.165001278,5.5,43,Whole Year ,"orange,papaye,coconut"
95,74,50,6.002481605,5.5,44,Whole Year ,"cotton,jute,coffee"
91,75,55,6.212369363,5.5,42,Whole Year ,"mothbeans,rice,muskmelon"
93,83,46,5.765308943,5,33,Whole Year ,"rice,muskmelon,mango"
92,85,51,5.740764682,5.5,32,Whole Year ,"maize,grapes,blackgram"
104,80,54,5.879119455,5.5,35,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
103,72,51,6.099478745,6.5,31,Whole Year ,"pigeonpeas,apple,coffee"
92,75,45,5.674403359,5,30,Whole Year ,"banana,mothbeans,mungbean"
93,85,49,5.694243847,4,25,Whole Year ,"lentil,pomegranate,watermelon"
120,87,52,5.905494703,5.5,27,Whole Year ,"orange,papaye,coconut"
108,72,46,6.110844721,5.5,28,Whole Year ,"cotton,jute,coffee"
105,88,54,6.020445317,6.5,31,Whole Year ,"mothbeans,rice,muskmelon"
98,79,50,6.435917308,4,32,Whole Year ,"rice,muskmelon,mango"
111,88,55,5.505393833,6,33,Whole Year ,"maize,grapes,blackgram"
97,74,45,5.677719902,5,36,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
95,82,48,5.719014989,5.5,39,Whole Year ,"pigeonpeas,apple,coffee"
89,91,55,6.275572298,5.5,7,Whole Year ,"banana,mothbeans,mungbean"
89,85,55,6.275384607,5.5,6,Whole Year ,"cotton,jute,coffee"
118,88,51,6.201911642,5.5,44,Kharif     ,"mothbeans,rice,muskmelon"
101,92,45,5.758054257,5.5,42,Kharif     ,"rice,muskmelon,mango"
99,92,47,6.323933647,5.5,43,Kharif     ,"maize,grapes,blackgram"
82,77,46,5.901100841,5.5,44,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
90,86,55,5.644486582,5.5,42,Kharif     ,"pigeonpeas,apple,coffee"
95,88,52,6.235461772,5.5,33,Kharif     ,"banana,mothbeans,mungbean"
104,73,46,6.28236237,5.5,32,Kharif     ,"lentil,pomegranate,watermelon"
102,73,52,6.356090905,5,35,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
100,74,52,5.837258235,5.5,31,Kharif     ,"pigeonpeas,apple,coffee"
94,89,48,5.653437902,5.5,30,Kharif     ,"banana,mothbeans,mungbean"
99,70,46,5.727469947,6.5,25,Kharif     ,"lentil,pomegranate,watermelon"
112,87,48,6.200111068,5,27,Kharif     ,"orange,papaye,coconut"
117,82,45,5.614471478,4,28,Kharif     ,"cotton,jute,coffee"
96,86,51,6.257369799,5.5,31,Kharif     ,"mothbeans,rice,muskmelon"
113,85,45,6.037430836,5.5,32,Kharif     ,"rice,muskmelon,mango"
105,93,46,5.760457558,6.5,33,Kharif     ,"maize,grapes,blackgram"
85,89,51,6.158164422,4,36,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
108,94,47,6.387431383,6,39,Kharif     ,"pigeonpeas,apple,coffee"
92,81,52,5.891413895,5,7,Rabi       ,"banana,mothbeans,mungbean"
110,71,54,5.725418961,5.5,6,Rabi       ,"lentil,pomegranate,watermelon"
82,75,55,6.281069505,5.5,44,Rabi       ,"orange,papaye,coconut"
117,81,53,5.507641778,5.5,42,Rabi       ,"cotton,jute,coffee"
2,40,27,5.954626604,5.5,43,Rabi       ,"mothbeans,rice,muskmelon"
39,24,31,4.757114897,5.5,44,Rabi       ,"rice,muskmelon,mango"
21,26,27,5.699586972,5.5,42,Rabi       ,"maize,grapes,blackgram"
25,22,25,5.977413803,5.5,33,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
0,21,32,6.430139436,5.5,32,Rabi       ,"pigeonpeas,apple,coffee"
20,19,35,6.113935087,5.5,35,Rabi       ,"banana,mothbeans"
19,21,34,5.074272692,5.5,31,Rabi       ,"cotton,jute,coffee"
18,17,31,5.667507706,5,30,Rabi       ,"mothbeans,rice,muskmelon"
11,36,33,5.978634285,5.5,25,Rabi       ,"rice,muskmelon,mango"
30,28,30,5.064613314,5.5,27,Rabi       ,"maize,grapes,blackgram"
18,19,27,4.772385986,6.5,28,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
23,23,27,5.161148592,5,31,Rabi       ,"pigeonpeas,apple,coffee"
37,30,34,6.797779227,4,32,Whole Year ,"banana,mothbeans,mungbean"
11,27,30,6.39474303,5.5,33,Whole Year ,"lentil,pomegranate,watermelon"
12,19,31,5.566704378,5.5,36,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
3,28,33,5.755049971,6.5,39,Whole Year ,"pigeonpeas,apple,coffee"
37,38,32,5.417340525,4,7,Whole Year ,"banana,mothbeans,mungbean"
26,37,30,6.166173834,6,6,Whole Year ,"lentil,pomegranate,watermelon"
14,18,30,5.191265116,5,44,Whole Year ,"orange,papaye,coconut"
40,16,35,4.954739564,5.5,42,Whole Year ,"cotton,jute,coffee"
4,20,25,5.664587011,5.5,43,Kharif     ,"mothbeans,rice,muskmelon"
36,25,33,5.548584852,5.5,44,Kharif     ,"rice,muskmelon,mango"
30,17,31,6.804437106,5.5,42,Kharif     ,"maize,grapes"
28,37,28,6.097869767,5.5,33,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
38,15,30,5.075504537,5.5,32,Kharif     ,"pigeonpeas,apple,coffee"
12,37,30,4.546466109,5.5,35,Kharif     ,"banana,mothbeans,mungbean"
38,19,31,5.855119268,5.5,31,Kharif     ,"lentil,pomegranate,watermelon"
8,33,29,6.442393461,5.5,30,Kharif     ,"orange,papaye,coconut"
15,27,28,4.507523551,5.5,25,Kharif     ,"cotton,jute,coffee"
34,16,25,6.10729559,5,27,Kharif     ,"mothbeans,rice,muskmelon"
11,36,31,6.47544932,5.5,28,Kharif     ,"rice,muskmelon,mango"
33,29,34,6.832979509,5.5,31,Kharif     ,"maize,grapes,blackgram"
12,31,26,5.395275719,6.5,32,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
12,34,28,6.13526938,5,33,Kharif     ,"pigeonpeas,apple,coffee"
5,16,31,4.555688532,4,36,Kharif     ,"banana,mothbeans,mungbean"
1,30,29,6.434197756,5.5,39,Kharif     ,"rice,muskmelon,mango"
16,35,31,5.316875978,5.5,7,Kharif     ,"maize,grapes,blackgram"
35,18,26,5.279388967,6.5,6,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
4,40,26,6.720041791,4,44,Rabi       ,"pigeonpeas,apple,coffee"
9,29,34,5.72742254,6,42,Rabi       ,"banana,mothbeans,mungbean"
2,38,33,4.691396195,5,43,Rabi       ,"lentil,pomegranate,watermelon"
26,32,32,6.810186079,5.5,44,Rabi       ,"orange,papaye,coconut"
34,38,31,6.454045329,5.5,42,Rabi       ,"cotton,jute,coffee"
5,32,33,5.842763773,5.5,33,Rabi       ,"mothbeans,rice,muskmelon"
31,29,26,5.024124684,5.5,32,Rabi       ,"rice,muskmelon,mango"
34,34,35,6.422710539,5.5,35,Rabi       ,"maize,grapes,blackgram"
36,19,32,4.94295037,5.5,31,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
7,17,26,6.414526606,5.5,30,Rabi       ,"pigeonpeas,apple,coffee"
38,15,27,6.777788126,5.5,25,Rabi       ,"banana,mothbeans"
5,19,25,6.441328044,5.5,27,Rabi       ,"lentil,pomegranate,watermelon"
37,36,26,4.650536197,5.5,28,Rabi       ,"orange,papaye,coconut"
21,31,32,5.254532213,5,31,Rabi       ,"cotton,jute,coffee"
37,36,27,5.910634533,5.5,32,Whole Year ,"mothbeans,rice,muskmelon"
23,23,30,4.755273631,5.5,33,Whole Year ,"rice,muskmelon,mango"
36,26,26,6.814630246,6.5,36,Whole Year ,"maize,grapes,blackgram"
24,33,35,5.342866119,5,39,Whole Year ,chickpea
26,18,30,6.336234624,4,7,Whole Year ,"pigeonpeas,apple,coffee"
22,17,26,4.754435025,5.5,6,Whole Year ,"banana,mothbeans,mungbean"
11,34,32,6.831706773,5.5,44,Whole Year ,"lentil,pomegranate,watermelon"
29,35,28,6.967417766,6.5,42,Whole Year ,"orange,papaye,coconut"
22,28,26,4.947683034,4,43,Whole Year ,"cotton,jute,coffee"
23,24,32,5.630619901,6,44,Kharif     ,"mothbeans,rice,muskmelon"
1,35,34,6.27339822,5,42,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
2,24,34,6.472774648,5.5,33,Kharif     ,"pigeonpeas,apple,coffee"
39,37,25,6.953246506,5.5,32,Kharif     ,"banana,mothbeans,mungbean"
15,36,27,5.643710216,5.5,35,Kharif     ,"lentil,pomegranate,watermelon"
3,18,31,6.392313973,5.5,31,Kharif     ,"orange,papaye,coconut"
8,38,32,4.981816523,5.5,30,Kharif     ,"cotton,jute,coffee"
33,31,34,5.421265283,5.5,25,Kharif     ,"mothbeans,rice,muskmelon"
14,29,32,6.942520105,5.5,27,Kharif     ,"rice,muskmelon,mango"
18,20,26,5.435840509,5.5,28,Kharif     ,"maize,grapes,blackgram"
9,21,32,5.870116071,5.5,31,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
20,30,27,4.74910393,5.5,32,Kharif     ,"pigeonpeas,apple,coffee"
9,38,25,5.497946899,5,33,Whole Year ,"banana,mothbeans,mungbean"
26,24,34,6.811291098,5.5,36,Whole Year ,"lentil,pomegranate,watermelon"
31,36,29,6.460542749,5.5,39,Whole Year ,"orange,papaye,coconut"
14,18,35,4.791146778,6.5,7,Whole Year ,"cotton,jute,coffee"
40,16,35,6.4841522,5,6,Whole Year ,"mothbeans,rice,muskmelon"
28,27,34,6.526654345,4,44,Whole Year ,"rice,muskmelon,mango"
0,17,30,6.279133738,5.5,42,Whole Year ,"maize,grapes,blackgram"
1,29,29,6.052026047,5.5,43,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
2,36,31,5.73171945,6.5,44,Kharif     ,"pigeonpeas,apple,coffee"
12,27,26,5.32307197,4,42,Kharif     ,"banana,mothbeans,mungbean"
7,28,35,4.66910839,6,33,Whole Year ,"lentil,pomegranate,watermelon"
0,36,26,5.101206389,5,32,Whole Year ,"chickpea,kidneybeans"
26,35,31,5.339556562,5.5,35,Whole Year ,"pigeonpeas,apple,coffee"
27,21,30,5.061081874,5.5,31,Whole Year ,"banana,mothbeans,mungbean"
22,38,31,5.821106036,5.5,30,Whole Year ,"lentil,pomegranate,watermelon"
22,18,31,5.956027059,5.5,25,Kharif     ,"orange,papaye,coconut"
28,23,28,5.676032581,5.5,27,Whole Year ,"cotton,jute,coffee"
7,31,27,6.524114355,5.5,28,Whole Year ,"mothbeans,rice,muskmelon"
29,34,26,6.273953676,5.5,31,Whole Year ,"rice,muskmelon,mango"
8,37,33,6.128167757,5.5,32,Whole Year ,"maize,grapes,blackgram"
39,16,27,4.934964765,5.5,33,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
40,24,25,5.445008416,5.5,36,Whole Year ,"pigeonpeas,apple,coffee"
19,38,26,4.525722333,5,39,Whole Year ,"banana,mothbeans,mungbean"
21,21,30,5.403908328,5.5,7,Whole Year ,"lentil,pomegranate,watermelon"
22,18,33,6.621623545,5.5,6,Kharif     ,"orange,papaye,coconut"
31,20,30,6.207495815,6.5,44,Whole Year ,"cotton,jute,coffee"
18,26,31,5.418475257,5,42,Whole Year ,"mothbeans,rice,muskmelon"
24,130,195,6.112305667,4,43,Whole Year ,"rice,muskmelon,mango"
13,144,204,6.092241627,5.5,44,Whole Year ,"maize,grapes,blackgram"
22,123,205,5.896343436,5.5,42,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
36,125,196,6.15526103,6.5,33,Whole Year ,"pigeonpeas,apple,coffee"
24,131,196,5.732453638,4,32,Whole Year ,"banana,mothbeans,mungbean"
2,123,198,6.253034534,6,35,Whole Year ,"lentil,pomegranate,watermelon"
35,140,197,6.106190557,5,31,Kharif     ,"cotton,jute,coffee"
11,122,195,5.647202395,5.5,30,Whole Year ,"mothbeans,rice,muskmelon"
6,123,203,6.130310493,5.5,25,Whole Year ,"rice,muskmelon,mango"
17,134,204,6.499604931,5.5,27,Whole Year ,"maize,grapes,blackgram"
25,130,197,5.554831977,5.5,28,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
27,145,205,5.800242694,5.5,31,Whole Year ,"pigeonpeas,apple,coffee"
9,122,201,5.570290539,5.5,32,Whole Year ,"banana,mothbeans,mungbean"
16,139,203,6.27564088,5.5,33,Whole Year ,"lentil,pomegranate,watermelon"
32,141,204,5.536645599,5.5,36,Whole Year ,chickpea
22,138,195,6.208196881,5.5,39,Kharif     ,"pigeonpeas,apple,coffee"
31,144,202,5.870600622,5.5,7,Whole Year ,"banana,mothbeans,mungbean"
3,136,205,6.334771461,5,6,Whole Year ,lentil
28,122,197,5.856575335,5.5,44,Whole Year ,"orange,papaye"
4,136,204,5.898944282,5.5,42,Whole Year ,"cotton,jute,coffee"
39,145,201,5.775600435,6.5,43,Whole Year ,"mothbeans,rice,muskmelon"
38,132,197,5.931101816,5,44,Whole Year ,"rice,muskmelon,mango"
36,133,198,6.2286454,4,42,Whole Year ,"maize,grapes,blackgram"
25,121,201,5.594240603,5.5,33,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
15,125,199,5.569230319,5.5,32,Whole Year ,"pigeonpeas,apple,coffee"
24,140,205,5.93202852,6.5,35,Whole Year ,"banana,mothbeans,mungbean"
13,132,203,6.423216506,4,31,Whole Year ,"lentil,pomegranate,watermelon"
5,126,197,6.417500829,6,30,Whole Year ,"orange,papaye,coconut"
30,120,200,6.234904253,5,25,Whole Year ,"cotton,jute,coffee"
23,142,197,6.000573725,5.5,27,Whole Year ,"mothbeans,rice,muskmelon"
26,135,203,5.685102769,5.5,28,Whole Year ,"rice,muskmelon,mango"
7,126,203,5.662140095,5.5,31,Whole Year ,"maize,grapes,blackgram"
32,139,198,6.358186848,5.5,32,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
9,141,202,6.119495295,5.5,33,Whole Year ,"pigeonpeas,apple,coffee"
20,142,196,6.207600783,5.5,36,Autumn     ,"banana,mothbeans,mungbean"
32,129,201,6.48754639,5.5,39,Autumn     ,"cotton,jute,coffee"
3,134,199,5.81717753,5.5,7,Rabi       ,"mothbeans,rice,muskmelon"
38,138,204,6.325480034,5.5,6,Rabi       ,"rice,muskmelon,mango"
14,131,198,5.562790949,5.5,44,Rabi       ,"maize,grapes,blackgram"
20,122,204,6.487369687,5,42,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
40,126,201,6.116982944,5.5,43,Rabi       ,"pigeonpeas,apple,coffee"
36,128,204,5.695792761,5.5,44,Rabi       ,"banana,mothbeans,mungbean"
11,132,197,5.734317007,6.5,42,Rabi       ,"lentil,pomegranate,watermelon"
0,137,195,6.329499832,5,33,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
19,123,200,6.167013532,4,32,Rabi       ,"pigeonpeas,apple,coffee"
31,136,197,5.653776058,5.5,35,Rabi       ,"banana,mothbeans,mungbean"
4,134,200,5.840256272,5.5,31,Whole Year ,"lentil,pomegranate,watermelon"
39,139,201,5.539980812,6.5,30,Whole Year ,"orange,papaye,coconut"
8,127,196,5.833302165,4,25,Whole Year ,"cotton,jute,coffee"
39,138,203,6.399433771,6,27,Kharif     ,"mothbeans,rice,muskmelon"
32,120,204,6.138958698,5,28,Kharif     ,"rice,muskmelon,mango"
12,142,203,5.972850838,5.5,31,Kharif     ,"maize,grapes,blackgram"
8,133,195,6.456079585,5.5,32,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
8,139,199,6.336426667,5.5,33,Whole Year ,"pigeonpeas,apple,coffee"
21,134,202,6.425419926,5.5,36,Whole Year ,"banana,mothbeans,mungbean"
40,140,195,6.294395676,5.5,39,Whole Year ,"lentil,pomegranate,watermelon"
39,127,202,6.477768039,5.5,7,Whole Year ,"orange,papaye,coconut"
19,120,195,5.931538447,5.5,6,Whole Year ,"cotton,jute,coffee"
21,139,201,5.980598579,5.5,44,Whole Year ,"mothbeans,rice,muskmelon"
17,136,195,6.389783283,5.5,42,Whole Year ,"rice,muskmelon,mango"
33,139,203,5.693287415,5.5,43,Kharif     ,"maize,grapes,blackgram"
22,133,201,6.00299607,5,44,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
32,130,196,6.372959542,5.5,42,Kharif     ,"pigeonpeas,apple,coffee"
37,135,205,5.510924849,5.5,33,Whole Year ,"banana,mothbeans"
15,140,195,5.69945282,6.5,32,Whole Year ,"cotton,jute,coffee"
39,132,196,5.778594403,5,35,Whole Year ,"mothbeans,rice,muskmelon"
40,121,199,6.315586313,4,31,Whole Year ,"rice,muskmelon,mango"
40,132,202,5.971813006,5.5,30,Whole Year ,"maize,grapes,blackgram"
29,142,203,5.891195653,5.5,25,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
32,121,199,6.129812716,6.5,27,Whole Year ,"pigeonpeas,apple,coffee"
6,140,205,6.313085601,4,28,Whole Year ,"banana,mothbeans,mungbean"
8,120,196,6.053662544,6,31,Whole Year ,"lentil,pomegranate,watermelon"
34,133,202,5.804799142,5,32,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
35,135,199,6.400719746,5.5,33,Whole Year ,"pigeonpeas,apple,coffee"
16,145,199,5.953966361,5.5,36,Whole Year ,"banana,mothbeans,mungbean"
8,136,201,5.609255992,5.5,39,Whole Year ,"lentil,pomegranate,watermelon"
25,129,195,5.777271492,5.5,7,Whole Year ,"orange,papaye,coconut"
16,130,201,5.682395429,5.5,6,Whole Year ,"cotton,jute,coffee"
39,129,203,5.863996687,5.5,44,Whole Year ,"mothbeans,rice,muskmelon"
38,135,203,6.444373116,5.5,42,Whole Year ,"rice,muskmelon,mango"
33,120,205,5.550832178,5.5,43,Whole Year ,"maize,grapes,blackgram"
35,125,204,6.107741788,5.5,44,Autumn     ,"chickpea,kidneybeans,pigeonpeas"
1,132,200,5.620745638,5.5,42,Autumn     ,"pigeonpeas,apple,coffee"
39,140,203,6.349875906,5,33,Rabi       ,"banana,mothbeans"
28,145,202,6.484323189,5.5,32,Rabi       ,"lentil,pomegranate,watermelon"
6,128,200,5.838748311,5.5,35,Rabi       ,"orange,papaye,coconut"
6,139,199,6.29099842,6.5,31,Rabi       ,"cotton,jute,coffee"
29,122,196,5.638328481,5,30,Rabi       ,"mothbeans,rice,muskmelon"
37,144,197,6.415555956,4,25,Rabi       ,"rice,muskmelon,mango"
38,120,197,6.323722572,5.5,27,Rabi       ,"maize,grapes,blackgram"
38,141,198,5.757009965,5.5,28,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
14,121,203,6.158689406,6.5,31,Rabi       ,"pigeonpeas,apple,coffee"
6,125,204,5.733539807,4,32,Rabi       ,"banana,mothbeans,mungbean"
32,138,197,5.908724337,6,33,Rabi       ,"cotton,jute,coffee"
11,124,204,6.361141107,5,36,Rabi       ,"mothbeans,rice,muskmelon"
23,138,200,5.96537863,5.5,39,Rabi       ,"rice,muskmelon,mango"
40,143,201,6.476757723,5.5,7,Whole Year ,"maize,grapes,blackgram"
6,142,202,6.224542938,5.5,6,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
37,124,195,6.209928251,5.5,44,Whole Year ,"pigeonpeas,apple,coffee"
35,134,204,5.841138354,5.5,42,Kharif     ,"banana,mothbeans,mungbean"
119,25,51,6.283818329,5.5,43,Whole Year ,"lentil,pomegranate"
119,19,55,6.818261383,5.5,44,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
105,30,50,6.37620108,5.5,42,Whole Year ,"pigeonpeas,apple,coffee"
114,8,50,6.581587932,5.5,33,Whole Year ,"banana,mothbeans,mungbean"
93,22,52,6.932739726,5.5,32,Whole Year ,"lentil,pomegranate,watermelon"
80,26,55,6.140099215,5,35,Whole Year ,"orange,papaye"
85,27,45,6.467095849,5.5,31,Whole Year ,"cotton,jute,coffee"
85,22,53,6.849471704,5.5,30,Whole Year ,"mothbeans,rice,muskmelon"
82,22,45,6.512196212,6.5,25,Whole Year ,"rice,muskmelon,mango"
118,13,54,6.039584629,5,27,Kharif     ,"maize,grapes,blackgram"
83,25,53,6.057697106,4,28,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
86,15,47,6.423898762,5.5,31,Whole Year ,"pigeonpeas,apple,coffee"
101,10,47,6.936997681,5.5,32,Whole Year ,"banana,mothbeans,mungbean"
119,9,50,6.251286661,6.5,33,Whole Year ,"lentil,pomegranate,watermelon"
104,17,46,6.190015912,4,36,Whole Year ,"orange,papaye,coconut"
95,12,51,6.681606702,6,39,Whole Year ,"cotton,jute,coffee"
102,14,52,6.51075991,5,7,Whole Year ,"mothbeans,rice,muskmelon"
109,21,55,6.770278088,5.5,6,Whole Year ,"rice,muskmelon,mango"
81,18,50,6.429788073,5.5,44,Whole Year ,"maize,grapes,blackgram"
103,17,51,6.209888345,5.5,42,Kharif     ,"chickpea,kidneybeans,pigeonpeas"
105,14,50,6.419052193,5.5,43,Whole Year ,pigeonpeas
97,8,52,6.237861736,5.5,44,Whole Year ,"banana,mothbeans,mungbean"
120,19,49,6.762471629,5.5,42,Whole Year ,maize
95,16,55,6.612847999,5.5,33,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
83,29,52,6.704688865,5.5,32,Whole Year ,"pigeonpeas,apple,coffee"
83,9,45,6.049609892,5.5,35,Whole Year ,"banana,mothbeans,mungbean"
91,21,50,6.762030215,5.5,31,Whole Year ,"lentil,pomegranate,watermelon"
116,5,54,6.65398725,5,30,Whole Year ,"orange,papaye,coconut"
112,28,54,6.738030547,5.5,25,Whole Year ,"cotton,jute,coffee"
88,29,51,6.095689937,5.5,27,Kharif     ,"mothbeans,rice,muskmelon"
118,15,45,6.538006356,6.5,28,Whole Year ,"rice,muskmelon,mango"
92,21,48,6.377427122,5,31,Whole Year ,"maize,grapes,blackgram"
106,14,45,6.417011754,4,32,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
99,5,47,6.649086972,5.5,33,Whole Year ,"pigeonpeas,apple,coffee"
98,8,51,6.25933595,5.5,36,Whole Year ,"banana,mothbeans,mungbean"
108,22,46,6.121168559,6.5,39,Whole Year ,"cotton,jute,coffee"
119,7,55,6.031424482,4,7,Whole Year ,"mothbeans,rice,muskmelon"
117,27,48,6.835268184,6,6,Whole Year ,"rice,muskmelon,mango"
109,10,53,6.551750306,5,44,Whole Year ,"maize,grapes,blackgram"
80,16,46,6.940236218,5.5,42,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
100,18,52,6.87606733,5.5,43,Whole Year ,"pigeonpeas,apple,coffee"
91,7,53,6.457216535,5.5,44,Whole Year ,"banana,mothbeans,mungbean"
86,6,53,6.921847888,5.5,42,Kharif     ,"lentil,pomegranate,watermelon"
107,5,52,6.881425746,5.5,33,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
103,16,49,6.915717008,5.5,32,Whole Year ,"pigeonpeas,apple,coffee"
101,20,48,6.206247494,5.5,35,Whole Year ,"banana,mothbeans,mungbean"
85,25,47,6.29542477,5.5,31,Whole Year ,"lentil,pomegranate,watermelon"
84,7,51,6.399669044,5.5,30,Whole Year ,"orange,papaye,coconut"
102,28,54,6.862157042,5.5,25,Whole Year ,"cotton,jute,coffee"
98,25,52,6.224066378,5,27,Whole Year ,"mothbeans,rice,muskmelon"
97,25,50,6.093814669,5.5,28,Whole Year ,"rice,muskmelon,mango"
90,16,45,6.291540278,5.5,31,Whole Year ,"maize,grapes,blackgram"
95,12,46,6.32281728,6.5,32,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
82,23,49,6.873283991,5,33,Whole Year ,"pigeonpeas,apple,coffee"
82,25,51,6.074209622,4,36,Whole Year ,"banana,mothbeans,mungbean"
110,28,46,6.49889585,5.5,39,Autumn     ,"lentil,pomegranate,watermelon"
118,21,51,6.678805092,5.5,7,Autumn     ,"orange,papaye,coconut"
120,20,45,6.114128685,6.5,6,Rabi       ,"cotton,jute,coffee"
91,7,52,6.405054243,4,44,Rabi       ,"mothbeans,rice,muskmelon"
81,6,55,6.110142735,6,42,Rabi       ,"rice,muskmelon,mango"
101,13,54,6.828982708,5,43,Rabi       ,"maize,grapes,blackgram"
101,17,55,6.451499764,5.5,44,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
111,6,53,6.313512999,5.5,42,Rabi       ,"pigeonpeas,apple,coffee"
107,10,49,6.755192025,5.5,33,Rabi       ,"banana,mothbeans,mungbean"
115,11,46,6.623167177,5.5,32,Rabi       ,"cotton,jute,coffee"
84,25,52,6.12532356,5.5,35,Rabi       ,"mothbeans,rice,muskmelon"
120,7,47,6.653867608,5.5,31,Rabi       ,"rice,muskmelon,mango"
91,12,46,6.343942518,5.5,30,Rabi       ,"maize,grapes,blackgram"
89,22,52,6.217300786,5.5,25,Rabi       ,"chickpea,kidneybeans,pigeonpeas"
113,19,46,6.286387658,5.5,27,Rabi       ,"pigeonpeas,apple,coffee"
97,22,50,6.7698938,5.5,28,Whole Year ,"banana,mothbeans,mungbean"
117,30,50,6.744966312,5,31,Whole Year ,"lentil,pomegranate,watermelon"
90,14,52,6.391858432,5.5,32,Whole Year ,"chickpea,kidneybeans,pigeonpeas"
104,23,47,6.770434148,5.5,33,Kharif     ,"pigeonpeas,apple,coffee"
81,16,45,6.727468157,6.5,36,Kharif     ,"banana,mothbeans,mungbean"
88,5,47,6.662244646,5,39,Kharif     ,"lentil,pomegranate,watermelon"
92,7,45,6.944640222,4,7,Kharif     ,"orange,papaye,coconut"
81,18,50,6.507110986,5.5,6,Kharif     ,"cotton,jute,coffee"
111,5,55,6.520663422,5.5,44,Kharif     ,"mothbeans,rice,muskmelon"
